10632-14406,100269,8,264
11071-14344,98249,12,457
10869-12077,96242,27,360
10535-11512,95674,27,181
10283-14508,93770,14,358
10970-13233,89992,26,228
10684-12000,89882,16,270
11106-12687,87733,15,294
10857-15072,79405,22,255
10804-14750,76286,12,309
11044-10381,74644,34,558
10750-13587,74210,19,326
11112-11772,66613,4,216
10532-14298,52178,15,297
10397-13782,49467,14,265
10037-15195,48340,18,207
10630-10399,45206,21,201
10901-13498,44576,23,147
10788-11990,44214,15,339
10850-12499,39792,21,219
10561-13640,35491,6,168
10143-14262,34773,13,367
10707-14860,32831,20,162
10898-12994,28973,23,498
10424-13507,27193,17,270
10410-10662,25662,20,288
10367-14547,21247,15,621
10957-14584,19993,17,273
10714-11333,19667,14,300
10400-11033,19176,12,258
10404-11704,17647,16,429
10666-10557,16064,11,114
11067-11909,15260,11,90
10149-11084,15151,13,312
10211-13877,15053,11,249
10663-12152,14167,12,258
10723-11944,12784,12,294
10545-14341,11421,10,77
10696-11996,7839,6,411
10590-14315,6731,6,279
11107-11787,4520,5,95
11057-11102,3389,4,87
11110-11410,3387,4,228
11109-13487,3381,2,85
11036-13780,2261,3,77
